,index,id,usuario,tweet,ubicacion,nombre_de_pila,codigo_pais,hora_pais,fecha,hora,mes,año,dia,dia_semana,periodo,Latitud,Longitud,sentimiento
683,48605,1750982121915633920,BenditoScorpio,Además se atribuyen todos los muertos a Israel (que no inició la guerra) como si no hubiesen 2 organizaciones terroristas atacando desde Gaza lanzando cohetes que caen dentro de Gaza y disparando a todo lo que se mueve,United States,Escorpio Bendito,US,2024-01-26 15:40:44,2024-01-26,1900-01-01 20:40:44,enero,2024,26,viernes,Noche,38.0,-97.0,Negativo
684,48687,1750981458506727936,carlao41,"¿Qué guerra mató a la mayoría de los niños Rusia / Ucrania o Israel / Gaza?Sin
Dígale a la hora de Guerr de cada",sin ubicación,Carlos Augusto Andrade,sin ubicación,2024-01-26 21:38:06,2024-01-26,1900-01-01 20:38:06,enero,2024,26,viernes,Noche,,,Neutral
685,48688,1750981187844154112,Mirela63699674,"Israel debe responder con la misma moneda,denunciar en la CIJ a Hamas,como partido gobernante de Gaza,por genocidio y crimenes de guerra, y que salga el sol por donde salga,pruebas hay mas que de sobra.",sin ubicación,Mirela Dana,sin ubicación,2024-01-26 21:37:01,2024-01-26,1900-01-01 20:37:01,enero,2024,26,viernes,Noche,,,Neutral
686,48689,1750981147176079872,nelsonfjobim,"La Corte Internacional de Justicia de la ONU ordena a Israel que evite el genocidio palestino en la Franja de Gaza, pero no para detener la guerra.El tribunal ordenó la protección civil de la muerte y el daño físico y mental, sin prevenir los nacimientos y aumentar la ayuda humanitaria.https://t.co/ymvcyt1lmg",Brasil,Nelson Franco Jobim,BR,2024-01-26 18:36:51,2024-01-26,1900-01-01 20:36:51,enero,2024,26,viernes,Noche,-10.0,-55.0,Negativo
687,48884,1750979936964195072,agenciaunochile,El Gobierno valoró la decisión de las medidas provisionales ordenadas por la Corte Internacional de Justicia (CIJ) a  Israel por la guerra en Gaza.- https://t.co/UXWfoyugP3,Chile,AgenciaUno,CL,2024-01-26 17:32:03,2024-01-26,1900-01-01 20:32:03,enero,2024,26,viernes,Noche,-30.0,-71.0,Neutral
688,48934,1750979772342264064,Armando61690607,"Aquellos que apoyan, no reconocen el terrorismo estatal, los crímenes de guerra, el exterminio étnico y las barbarios q Israel se compromete en Gaza que clasifica claramente si el genocidio no son ""las personas son anotadores y las que se defienden en Brasil son iguales y los mismos que ignoraron +700mil muerte",Brasil,Armando...Cansado de TUDO,BR,2024-01-26 18:31:24,2024-01-26,1900-01-01 20:31:24,enero,2024,26,viernes,Noche,-10.0,-55.0,Negativo
689,49129,1750979499045662976,Diana79506865,"GUERRA ISRAEL-GAZA
Enfrentamientos muy intensos entre combatientes de Hamás y fuerzas de Israel en Gaza.    https://t.co/dBJucp1GHB",sin ubicación,Diana,sin ubicación,2024-01-26 21:30:18,2024-01-26,1900-01-01 20:30:18,enero,2024,26,viernes,Noche,,,Neutral
690,49130,1750988372599004928,rebeldesenlinea,"La ONU condena los ""ataques militares indiscriminados"" de Israel contra la población civil de Gaza y considera que constituyen ""crímenes de guerra"" y un ""castigo colectivo"" https://t.co/z1w81i4ahQ vía",sin ubicación,rebeldes.info,sin ubicación,2024-01-26 22:05:34,2024-01-26,1900-01-01 21:05:34,enero,2024,26,viernes,Noche,,,Neutral
691,49131,1750979366186590976,Diana79506865,"| URGENTE - GUERRA ISRAEL-GAZA: 22 soldados israelíes murieron hoy además de 6 soldados desaparecidos en Gaza, informan los medios árabes.   https://t.co/dBJucp18S3",sin ubicación,Diana,sin ubicación,2024-01-26 21:29:47,2024-01-26,1900-01-01 20:29:47,enero,2024,26,viernes,Noche,,,Neutral
692,49132,1750978619504055040,freire_roberto,"El Tribunal de Hague no dice que hay genocidio y, por lo tanto, por supuesto, no pide fuego en la Guerra de Israel contra el movimiento terrorista Hamas en Gaza y luego aparece el Sr. Val Dias desde la parte superior de su omnipotencia y dice que hay genocidio.
Lo que se puede decir frente a tanta tontería ...",Brasil,Roberto Freire,BR,2024-01-26 18:26:49,2024-01-26,1900-01-01 20:26:49,enero,2024,26,viernes,Noche,-10.0,-55.0,Neutral
693,49327,1750977473368436992,lapatriacom,"La CIJ exige a Israel impedir un genocidio con su guerra en Gaza, pero no un alto el fuego https://t.co/nqYwP4e99V",Colombia,Periódico LA PATRIA,CO,2024-01-26 15:22:15,2024-01-26,1900-01-01 20:22:15,enero,2024,26,viernes,Noche,4.0,-72.0,Negativo
694,49367,1750977453621740032,TTuiteroman,"Israel está banalizando el antisemitismo.
Si denuncias el genocidio en Gaza, eres antisemita.
Si pides un alto el fuego, eres antisemita.
Si no apoyas los crímenes de guerra de Israel, eres antisemita.
Si denuncias los asesinatos de niños palestinos, eres antisemita.
Así todo.",sin ubicación,Bufff!,sin ubicación,2024-01-26 21:22:11,2024-01-26,1900-01-01 20:22:11,enero,2024,26,viernes,Noche,,,Negativo
695,49368,1750977258154501120,JoseLuisIsso,"GRAVE: Israel ha destruido el registro civil de Gaza y toda su documentación, ahora sus habitantes ya no pueden acreditar sus bienes, sus títulos universitarios o los certificados de nacimiento de sus hijos.                                      No es guerra, ES GENOCIDIO.",Argentina,José Luis Isso,AR,2024-01-26 17:21:24,2024-01-26,1900-01-01 20:21:24,enero,2024,26,viernes,Noche,-34.0,-64.0,Negativo
696,49461,1750976937747440128,freire_roberto,"¿Admite que si el Tribunal de Hague hubiera encontrado en el archivo que Israel estaba cometiendo genocidio, en la guerra contra Hamas en Gaza, su decisión urgente y clara sería exigir el cese de fuego inmediato?
No necesito corregir nada.",Brasil,Roberto Freire,BR,2024-01-26 18:20:08,2024-01-26,1900-01-01 20:20:08,enero,2024,26,viernes,Noche,-10.0,-55.0,Negativo
697,49656,1750976609761325056,NewsSrcCrawler,1/2 los votantes de Biden dicen que Israel está cometiendo genocidio en Gaza. Los boicots de Starbucks y Coca-Cola por la guerra de Gaza están impulsando a sus rivales en Medio Oriente. La segunda planta de aluminio más grande de EE. UU. despedirá a la mayor parte del personal https://t.co/TGoWY20nZK,Suiza,News Source Crawler,CH,2024-01-26 21:18:49,2024-01-26,1900-01-01 20:18:49,enero,2024,26,viernes,Noche,47.0,8.0,Neutral
698,49663,1750976508527842048,Nelson_Hadad,"En abierto desacato y desafío a comunidad internacional, después de fallo de ICJ que confirmó la comisión de genocidio por Israel,Netanyahu declaró  continuar la guerra. Corresponde aplicar su expulsión de ONU, conforme art. 6 de su Carta",Chile,Nelson Hadad,CL,2024-01-26 17:18:25,2024-01-26,1900-01-01 20:18:25,enero,2024,26,viernes,Noche,-30.0,-71.0,Neutral
699,49713,1750976453657633024,NewsSrcCrawler,"Los votantes de Biden 1/2 dicen que Israel está cometiendo genocidio en Gaza, según la encuesta.Starbucks y boicotes a Coca-Cola durante la guerra en Gaza son rivales aumentados en el Medio Oriente.Segunda fábrica de aluminio de EE. UU. Para despedir a la mayoría del personal https://t.co/m1ypgcxvsc",Suiza,News Source Crawler,CH,2024-01-26 21:18:12,2024-01-26,1900-01-01 20:18:12,enero,2024,26,viernes,Noche,47.0,8.0,Neutral
700,49720,1750976005811151104,JorgeAranedaT,"Qatar ""acoge con satisfacción las medidas provisionales ordenadas por la CIJ, especialmente que Israel adopte todas las medidas para impedir la comisión de todos los actos contemplados en el artículo Il de la Conv sobre Genocidio en su guerra contra Gaza""
https://t.co/euHa3KX8S4",Chile,Jorge Araneda T,CL,2024-01-26 17:16:26,2024-01-26,1900-01-01 20:16:26,enero,2024,26,viernes,Noche,-30.0,-71.0,Neutral
701,49770,1750927825425551872,MofaQatar_AR,"DeclaraciónQatar da la bienvenida a medidas temporales emitidas por la Corte Internacional de Justicia con respecto a la prevención del genocidio en Gaza

 https://t.co/adap7cajd4",Katar,الخارجية القطرية,QA,2024-01-26 20:04:58,2024-01-26,1900-01-01 17:04:58,enero,2024,26,viernes,Tarde,25.5,51.25,Neutral
702,49776,1750975562623901952,pandoragg,"No entiendo porque Israel debe dar servicios y suministros a Gaza, cuyo gobierno inició la guerra con la masacre del 07/10 y reciben millones de dólares en ayuda humanitaria",sin ubicación,Mary,sin ubicación,2024-01-26 21:14:40,2024-01-26,1900-01-01 20:14:40,enero,2024,26,viernes,Noche,,,Negativo
703,49777,1750973977538043904,Sonsoles58,El economista palestino Raja Khalidi explica cómo es la “guerra económica” que Israel lleva a cabo en Gaza y Cisjordania https://t.co/4bNctKB1Ph a través de,España,Carmen Sonsoles Moreno 🔻 ❤💛💜,ES,2024-01-26 21:08:22,2024-01-26,1900-01-01 20:08:22,enero,2024,26,viernes,Noche,40.0,-4.0,Neutral
704,50002,1750973129948869120,Catinformacio,"El día en 4 palabras
Israel intensifica la ofensiva en el sur de Gaza e insiste en que la guerra es justo a pesar de la orden de la Corte Internacional de Justicia para evitar un genocidio palestino en la franja
https://t.co/c11f4mlioc",España,Catalunya Informació,ES,2024-01-26 21:05:00,2024-01-26,1900-01-01 20:05:00,enero,2024,26,viernes,Noche,40.0,-4.0,Neutral
705,50227,1750972638477029120,RaimundoDante,Solo aquellos que no conocen el pasado y el papel de Demétrio Magnoli en el esfuerzo por bloquear las cuotas raciales en las universidades aún están asustados por su defensa del estado de Israel para cometer crímenes de guerra en la Franja de Gaza.,sin ubicación,Dante Raimundo 🇵🇸,sin ubicación,2024-01-26 21:03:03,2024-01-26,1900-01-01 20:03:03,enero,2024,26,viernes,Noche,,,Negativo
706,50228,1750971796185092096,Yeiko_Bius,"En una guerra la primera víctima es siempre la verdad. Y más en esta en la que Israel no permite la entrada a Gaza de periodistas internacionales ni de personal para investigar. Por eso dice la resolución que ""guarde los indicios y pruebas""... Seguro que lo cumple",sin ubicación,ElYusé,sin ubicación,2024-01-26 20:59:42,2024-01-26,1900-01-01 19:59:42,enero,2024,26,viernes,Noche,,,Negativo
707,50229,1750970835257425920,IntegraMundi,"Hamas, el gobierno elegido, era el problema de Gaza.
Hasta que decidió convertirse oficialmente en el problema de Israel.
Lo que sigue es una guerra urbana.
Llora tanto como quieras, emocionado.
Tus ídolos de Hamas caerán.
Solo odio contra el judío.",Brasil,tato,BR,2024-01-26 17:55:53,2024-01-26,1900-01-01 19:55:53,enero,2024,26,viernes,Noche,-10.0,-55.0,Neutral
708,50424,1750969901857059072,miinijoy,"""El vínculo de esta fruta y Palestina se remonta a la Guerra de los Seis Días de 1967, cuando Israel determinó como delito la exhibición pública de la bandera en Cisjordania y Gaza...""",sin ubicación,Mera 🪷,sin ubicación,2024-01-26 20:52:10,2024-01-26,1900-01-01 19:52:10,enero,2024,26,viernes,Noche,,,Neutral
709,50425,1750968851226107904,IB3noticies,"""Israel tiene su derecho de defensa"".Así es como el presidente de la comunidad judía, Ari Molina, cree después de la decisión del Tribunal Internacional de La Haya.Sobre la guerra de Israel en Gaza reconoce que hay diferentes opiniones entre los judíos de las islas

➡️https: //t.co/wy8vuqmx6x https://t.co/dwayzscjmg",España,IB3 Notícies,ES,2024-01-26 20:48:00,2024-01-26,1900-01-01 19:48:00,enero,2024,26,viernes,Noche,40.0,-4.0,Neutral
710,50650,1750979406871265024,N_Carvalheira,"GAZA - El número de víctimas de la guerra en el rango de Gaza aumentó a 26,083 muertos y 64,487 heridos desde que comenzó el 7 de octubre, la subida entre Israel y el grupo islámico Hamas, dijo el viernes el periódico Gaza.
https://t.co/34r7j4fxtw",Brasil,Nelson Carvalheira 🇧🇷,BR,2024-01-26 18:29:56,2024-01-26,1900-01-01 20:29:56,enero,2024,26,viernes,Noche,-10.0,-55.0,Neutral
711,50845,1750967326692753920,aapayes,"⚖️En el clima lluvioso de Gaza, un niño, mal vestido y tiritando de frío, intenta calentarse las manos. Cientos de miles de niños de Gaza se encuentran ahora sin hogar y desplazados debido a la implacable guerra de Israel. https://t.co/ZMlE0AlCmF",Canada,aapayés,CA,2024-01-26 16:11:56,2024-01-26,1900-01-01 19:41:56,enero,2024,26,viernes,Noche,60.0,-95.0,Negativo
712,50895,1750966734293466880,ysaiasargota,⚡️El tribunal internacional falló a favor de la solicitud de Sudáfrica de medidas temporales contra Israel en relación con la guerra en la Franja de Gaza y reconoce el derecho de los palestinos en la Franja de Gaza a la protección contra actos de genocidio - Reuters. https://t.co/cRuSbWpRiQ,Bolivia,Ysaias Robert Argota,BO,2024-01-26 15:39:35,2024-01-26,1900-01-01 19:39:35,enero,2024,26,viernes,Noche,-17.0,-65.0,Positivo
713,50907,1750965198163205888,VirginiaLauraB3,"Guerra entre Israel y Gaza, en directo | Netanyahu celebra que La Haya no pida una tregua y promete seguir hasta la “victoria completa” en Gaza https://t.co/mZ0EFIEVLJ ASESINOS QUE SE DEBEN PARAR CON EL PESO DE LA JUSTICIA!!",Argentina,Virginia Laura Borda,AR,2024-01-26 16:33:29,2024-01-26,1900-01-01 19:33:29,enero,2024,26,viernes,Noche,-34.0,-64.0,Negativo
714,51000,1750965114784681984,Defensa_Israel,"Guerra en GazaUn minuto de esos que me transmiten todo el horror y el sufrimiento de la guerra en el rostro de un perro abandonado y herido en Gaza.
Su lenguaje corporal, su sumisión y la forma en como se entrega con resignación al soldado que lo venda, a mi me transmite un total estado de quiebre emocional en ese animal.
Es la imagen misma de la guerra!",Israel,Israel Defensa (Ñ) 🇮🇱,IL,2024-01-26 21:33:09,2024-01-26,1900-01-01 19:33:09,enero,2024,26,viernes,Noche,31.5,34.75,Negativo
715,51105,1750563735121314048,Defensa_Israel,Ups! Me pregunto cuantas cuotas ya habían pagado de ese Mercedeshttps://t.co/zbhxuCNae7,Israel,Israel Defensa (Ñ) 🇮🇱,IL,2024-01-25 18:58:13,2024-01-25,1900-01-01 16:58:13,enero,2024,25,jueves,Tarde,31.5,34.75,Neutral
716,51210,1750965099337069056,noticierovv,"|   Israel subraya la importancia de ""la presión"" de EE.UU. en la guerra contra Hamás en Gaza

Amplía la información aquí: https://t.co/sjDjEzF7LV

  https://t.co/EmeGxXEL7Z",Venezuela,Noticias Venevision,VE,2024-01-26 15:33:05,2024-01-26,1900-01-01 19:33:05,enero,2024,26,viernes,Noche,8.0,-66.0,Neutral
717,51259,1750964323059704064,EsNoticiaVzla_,"Guerra. Relatores de la ONU dicen que ""Israel está usando la comida como un arma de guerra contra la población palestina"". ""Todas las personas en Gaza tienen hambre y la hambruna es inminente"" 

Más información⬇
https://t.co/YkojTqx0SZ",sin ubicación,Es Noticia,sin ubicación,2024-01-26 20:30:00,2024-01-26,1900-01-01 19:30:00,enero,2024,26,viernes,Noche,,,Neutral
718,51260,1750964322770072064,monitordoorient,"Houthis golpeó el barco de guerra estadounidense en la costa Iêmen, dice el portavoz

       

https://t.co/j1mkiykyzz",Brasil,Monitor do Oriente,BR,2024-01-26 17:30:00,2024-01-26,1900-01-01 19:30:00,enero,2024,26,viernes,Noche,-10.0,-55.0,Neutral
719,51455,1750964322061459968,nuevosol_pe,"|El gobierno israelí desarrolla una guerra de exterminio en la Franja de Gaza, denunció el Ministerio de Asuntos Exteriores y Emigrantes palestino ► https://t.co/K2uGTayOpF",Perú,Diario Nuevo Sol,PE,2024-01-26 14:30:00,2024-01-26,1900-01-01 19:30:00,enero,2024,26,viernes,Noche,-10.0,-76.0,Neutral
720,51496,1750964271054201088,vangelofreebird,"El Tribunal Penal Internacional (ICC), también basado en La Haya, debería inculpar a los principales sospechosos de crímenes de guerra, genocidio y contra el derecho internacional humanitario.Esta tesis está contenida en mi texto hoy.",sin ubicación,Victor ANGELO,sin ubicación,2024-01-26 20:29:48,2024-01-26,1900-01-01 19:29:48,enero,2024,26,viernes,Noche,,,Neutral
721,51497,1750961668140531968,TakashiKabao,¿Estáis contra la barbarie? Condenad la muerte de más de  10000 niños en Gaza. Sois cómplices de un genocidio. Se os llena la boca de terrorismo cuando Israel es el verdadero terrorista de esta guerra y vosotros sus lamebotas. ¡Miserables! https://t.co/MddDmf6m6n,sin ubicación,Takashi Kabao,sin ubicación,2024-01-26 20:19:27,2024-01-26,1900-01-01 19:19:27,enero,2024,26,viernes,Noche,,,Neutral
722,51498,1750961622212840960,PineAntonie,"Y así toda la Progrez Wok:

Guerra entre Israel y Hamás, en directo | El Ejército israelí lanza operaciones ""precisas"" en varios hospitales del sur de la Franja de Gaza https://t.co/5QsQLQE7Kl",sin ubicación,Antonie,sin ubicación,2024-01-26 20:19:16,2024-01-26,1900-01-01 19:19:16,enero,2024,26,viernes,Noche,,,Neutral
723,51499,1750961443204169984,TakashiKabao,¿Estáis contra la barbarie? Condenad la muerte de más de  10000 niños en Gaza. Sois cómplices de un genocidio. Se os llena la boca de terrorismo cuando Israel es el verdadero terrorista de esta guerra y vosotros sus lamebotas. ¡Miserables! https://t.co/s8PAv63jqV,sin ubicación,Takashi Kabao,sin ubicación,2024-01-26 20:18:34,2024-01-26,1900-01-01 19:18:34,enero,2024,26,viernes,Noche,,,Neutral
724,51500,1750961394034323968,TakashiKabao,¿Estáis contra la barbarie? Condenad la muerte de más de  10000 niños en Gaza. Sois cómplices de un genocidio. Se os llena la boca de terrorismo cuando Israel es el verdadero terrorista de esta guerra y vosotros sus lamebotas. ¡Miserables! https://t.co/q1oDNBF9fS,sin ubicación,Takashi Kabao,sin ubicación,2024-01-26 20:18:22,2024-01-26,1900-01-01 19:18:22,enero,2024,26,viernes,Noche,,,Neutral
